Open Time,Open Price,High Price,Low Price,Close Price,Volume,Number of Trades,Taker Buy Base Volume,SMA 3,SMA 7,SMA 20,EMA 3,EMA 7,EMA 20,RSI 14,Bollinger Band Upper 20,Bollinger Band Lower 20,"MACD Line (12,26)",MACD Signal Line (9),MACD Histogram,Current True Range,ATR 14,On-Balance Volume,Momentum 10,Rate of Change 14,Williams %R 14,Stochastic %K,Stochastic %D,Percent Change,Last Day Open Price,Last Day High Price,Last Day Low Price,Last Day Close Price,Last Day Volume,Last Day Number of Trades,Last Day Taker Buy Base Volume,Last Day Percent Change,Last Day RSI 14,Last Day Bollinger Band Upper 20,Last Day Bollinger Band Lower 20,"Last Day MACD Line (12,26)",Last Day MACD Signal Line (9),Last Day MACD Histogram,Last Day True Range,Last Day ATR 14,Last Day On-Balance Volume,Last Day Momentum 10,Last Day Rate of Change 14,Last Day Williams %R 14,Last Day Stochastic %K,Last Day Stochastic %D,Last Day SMA 3,Last Day EMA 3,Last Day SMA 7,Last Day EMA 7,Last Day SMA 20,Last Day EMA 20,Last 3 Days Total Trades,Last 3 Days Avg Taker Buy Base Volume,Last 7 Days Total Trades,Last 7 Days Avg Taker Buy Base Volume
2019-03-14,0.2454,0.268,0.224,0.2293,57242839.99,39249.0,30074912.81,0.23170000000000002,0.24609999999999999,,0.23417414550781251,0.2520136706620455,0.2977459070219656,35.428703489715744,,,-0.0335455316205554,-0.02117554377921452,-0.012369987841340881,0.04400000000000001,0.05351428571428572,-350549270.08000004,-0.10160000000000002,-35.48114800225098,-92.31629988810145,7.683700111898547,,-6.560717196414019,0.2206,0.2583,0.2206,0.2456,49772747.64,37274.0,23399922.86,11.332728921124218,36.81556195965418,,,-0.031603952849608485,-0.0180830468188793,-0.013520906030729186,0.037699999999999984,0.0638,-293306430.09000003,-0.11829999999999999,,-86.83553335711737,13.164466642882633,,0.2277,0.23904829101562503,0.26302857142857144,0.2595848942160607,,0.3049507393400672,95558.0,19344767.470000003,275672.0,21291254.154285718
2019-03-15,0.2295,0.2415,0.2295,0.2323,19695949.18,21217.0,9450081.03,0.23573333333333335,0.23821428571428574,,0.23323707275390626,0.2470852529965341,0.2915129634960641,19.827833572453372,,,-0.034445110069353635,-0.023829457037242346,-0.010615653032111289,0.011999999999999983,0.045328571428571426,-330853320.90000004,-0.08139999999999997,-47.51468594667871,-89.93174061433447,10.068259385665533,10.305475380148904,1.220043572984748,0.2454,0.268,0.224,0.2293,57242839.99,39249.0,30074912.81,-6.560717196414019,35.428703489715744,,,-0.0335455316205554,-0.02117554377921452,-0.012369987841340881,0.04400000000000001,0.05351428571428572,-350549270.08000004,-0.10160000000000002,-35.48114800225098,-92.31629988810145,7.683700111898547,,0.23170000000000002,0.23417414550781251,0.24609999999999999,0.2520136706620455,,0.2977459070219656,99810.0,22817766.396666665,246055.0,20435621.598571427
2019-03-16,0.2329,0.236,0.2211,0.2283,16714026.23,18138.0,7235651.23,0.22996666666666665,0.2325714285714286,,0.23076853637695313,0.24238893974740056,0.2854926812583437,22.111999999999995,,,-0.03507645945152488,-0.026078857520098853,-0.008997601931426024,0.014899999999999997,0.041892857142857134,-347567347.13000005,-0.0817,-43.2935916542474,-91.1030413073082,8.896958692691786,8.882972730085289,-1.9750966079862573,0.2295,0.2415,0.2295,0.2323,19695949.18,21217.0,9450081.03,1.220043572984748,19.827833572453372,,,-0.034445110069353635,-0.023829457037242346,-0.010615653032111289,0.011999999999999983,0.045328571428571426,-330853320.90000004,-0.08139999999999997,-47.51468594667871,-89.93174061433447,10.068259385665533,10.305475380148904,0.23573333333333335,0.23323707275390626,0.23821428571428574,0.2470852529965341,,0.2915129634960641,97740.0,20974972.233333338,223967.0,19098103.467142858
2019-03-17,0.2283,0.2399,0.227,0.2361,16432052.55,18819.0,8636534.18,0.23223333333333337,0.22987142857142856,,0.23343426818847657,0.2408167048105504,0.2807886163765967,27.30823863636364,,,-0.034549152449504905,-0.027772916505980065,-0.00677623594352484,0.012899999999999995,0.03743571428571429,-331135294.58000004,-0.1117,-35.119538334707336,-83.834808259587,16.165191740412986,11.710136606256768,3.4165571616294352,0.2329,0.236,0.2211,0.2283,16714026.23,18138.0,7235651.23,-1.9750966079862573,22.111999999999995,,,-0.03507645945152488,-0.026078857520098853,-0.008997601931426024,0.014899999999999997,0.041892857142857134,-347567347.13000005,-0.0817,-43.2935916542474,-91.1030413073082,8.896958692691786,8.882972730085289,0.22996666666666665,0.23076853637695313,0.2325714285714286,0.24238893974740056,,0.2854926812583437,78604.0,15586881.69,210037.0,17807144.69
2019-03-18,0.236,0.2392,0.2253,0.2278,28554545.69,16502.0,14003672.69,0.23073333333333332,0.23137142857142856,,0.23061713409423829,0.2375625286079128,0.2757420814835875,29.933826391592063,,,-0.03440440591003624,-0.029099214386791302,-0.005305191523244938,0.013899999999999996,0.03445714285714286,-359689840.27000004,-0.059699999999999975,-31.157449380477487,-87.85759694850603,12.142403051493964,12.401517828199578,-3.4745762711864345,0.2283,0.2399,0.227,0.2361,16432052.55,18819.0,8636534.18,3.4165571616294352,27.30823863636364,,,-0.034549152449504905,-0.027772916505980065,-0.00677623594352484,0.012899999999999995,0.03743571428571429,-331135294.58000004,-0.1117,-35.119538334707336,-83.834808259587,16.165191740412986,11.710136606256768,0.23223333333333337,0.23343426818847657,0.22987142857142856,0.2408167048105504,,0.2807886163765967,58174.0,8440755.480000002,192981.0,16204497.379999999
2019-03-19,0.2278,0.2335,0.2107,0.2174,51788431.46,24606.0,25799281.04,0.2271,0.23097142857142858,0.28657499999999997,0.22400856704711913,0.2325218964559346,0.27018569277086485,30.747700919632152,0.4228123142331927,0.15033768576680723,-0.03472855712942641,-0.030225082935318327,-0.004503474194108081,0.022800000000000015,0.033185714285714284,-411478271.73,-0.05039999999999997,-30.698119222186794,-94.46916719643991,5.530832803560084,11.27947586515568,-4.565408252853377,0.236,0.2392,0.2253,0.2278,28554545.69,16502.0,14003672.69,-3.4745762711864345,29.933826391592063,,,-0.03440440591003624,-0.029099214386791302,-0.005305191523244938,0.013899999999999996,0.03445714285714286,-359689840.27000004,-0.059699999999999975,-31.157449380477487,-87.85759694850603,12.142403051493964,12.401517828199578,0.23073333333333332,0.23061713409423829,0.23137142857142856,0.2375625286079128,,0.2757420814835875,53459.0,9958619.366666669,174486.0,15397034.045714285
2019-03-20,0.2175,0.2233,0.2127,0.2199,36760892.86,15994.0,19053311.03,0.2217,0.2273,0.2798,0.22195428352355956,0.22936642234195095,0.2653965791736396,31.900361591000404,0.41509969852535755,0.1445003014746424,-0.03438732452775861,-0.031057531253806385,-0.0033297932739522265,0.010599999999999998,0.032242857142857136,-374717378.87,-0.03509999999999999,-29.06451612903226,-92.87984742530196,7.120152574698039,8.264462809917363,1.1034482758620752,0.2278,0.2335,0.2107,0.2174,51788431.46,24606.0,25799281.04,-4.565408252853377,30.747700919632152,0.4228123142331927,0.15033768576680723,-0.03472855712942641,-0.030225082935318327,-0.004503474194108081,0.022800000000000015,0.033185714285714284,-411478271.73,-0.05039999999999997,-30.698119222186794,-94.46916719643991,5.530832803560084,11.27947586515568,0.2271,0.22400856704711913,0.23097142857142858,0.2325218964559346,0.28657499999999997,0.27018569277086485,59927.0,16146495.970000004,175805.0,16942865.12
2019-03-21,0.22,0.2265,0.195,0.2022,64150250.0,19424.0,32075487.75,0.21316666666666664,0.22342857142857145,0.26778,0.21207714176177977,0.22257481675646323,0.2593778573475787,18.181818181818187,0.3834763830576894,0.15208361694231062,-0.035140064517588554,-0.03187403790656282,-0.003266026611025735,0.0315,0.03031428571428571,-438867628.87,-0.015100000000000002,-41.86313973548016,-95.36679536679537,4.633204633204623,5.761396670487582,-8.090909090909095,0.2175,0.2233,0.2127,0.2199,36760892.86,15994.0,19053311.03,1.1034482758620752,31.900361591000404,0.41509969852535755,0.1445003014746424,-0.03438732452775861,-0.031057531253806385,-0.0033297932739522265,0.010599999999999998,0.032242857142857136,-374717378.87,-0.03509999999999999,-29.06451612903226,-92.87984742530196,7.120152574698039,8.264462809917363,0.2217,0.22195428352355956,0.2273,0.22936642234195095,0.2798,0.2653965791736396,57102.0,19618754.92,154525.0,16321920.572857143
2019-03-22,0.2021,0.2086,0.1996,0.2054,40212713.11,15310.0,20886337.93,0.20916666666666664,0.21958571428571427,0.25792000000000004,0.20873857088088987,0.21828111256734745,0.2542371090287617,26.092020966802565,0.3577643968330091,0.15807560316699099,-0.035074090839904426,-0.03251404849323114,-0.002560042346673286,0.009000000000000008,0.02592857142857143,-398654915.76,-0.014800000000000008,-28.556521739130424,-89.66202783300199,10.337972166998007,7.363776458300223,1.6328550222662035,0.22,0.2265,0.195,0.2022,64150250.0,19424.0,32075487.75,-8.090909090909095,18.181818181818187,0.3834763830576894,0.15208361694231062,-0.035140064517588554,-0.03187403790656282,-0.003266026611025735,0.0315,0.03031428571428571,-438867628.87,-0.015100000000000002,-41.86313973548016,-95.36679536679537,4.633204633204623,5.761396670487582,0.21316666666666664,0.21207714176177977,0.22342857142857145,0.22257481675646323,0.26778,0.2593778573475787,60024.0,25642693.273333337,134700.0,16607716.992857143
2019-03-23,0.2054,0.2084,0.1959,0.2022,38747348.04,17264.0,19942156.49,0.20326666666666668,0.21585714285714283,0.24983500000000003,0.20546928544044493,0.21426083442551058,0.24928119388316533,28.86597938144331,0.33918105166076695,0.16048894833923308,-0.034877967977446495,-0.03298683239007422,-0.001891135587372278,0.012500000000000011,0.024814285714285716,-437402263.8,-0.04340000000000002,-24.4958924570575,-91.19804400977996,8.801955990220032,7.924377596807555,-1.557935735150929,0.2021,0.2086,0.1996,0.2054,40212713.11,15310.0,20886337.93,1.6328550222662035,26.092020966802565,0.3577643968330091,0.15807560316699099,-0.035074090839904426,-0.03251404849323114,-0.002560042346673286,0.009000000000000008,0.02592857142857143,-398654915.76,-0.014800000000000008,-28.556521739130424,-89.66202783300199,10.337972166998007,7.363776458300223,0.20916666666666664,0.20873857088088987,0.21958571428571427,0.21828111256734745,0.25792000000000004,0.2542371090287617,50728.0,24005045.570000004,128793.0,18241467.978571426
2019-03-24,0.2022,0.2187,0.2014,0.2084,48190652.49,24512.0,24505447.02,0.20533333333333334,0.2119,0.24370999999999995,0.20693464272022247,0.21279562581913294,0.24538774684667342,34.320323014804856,0.3261886007334471,0.16123139926655283,-0.033832253848997185,-0.03315591668185881,-0.0006763371671383717,0.01730000000000001,0.023914285714285714,-389211611.31,-0.020900000000000002,-18.274509803921568,-83.61858190709047,16.381418092909534,11.840448750042526,3.06627101879328,0.2054,0.2084,0.1959,0.2022,38747348.04,17264.0,19942156.49,-1.557935735150929,28.86597938144331,0.33918105166076695,0.16048894833923308,-0.034877967977446495,-0.03298683239007422,-0.001891135587372278,0.012500000000000011,0.024814285714285716,-437402263.8,-0.04340000000000002,-24.4958924570575,-91.19804400977996,8.801955990220032,7.924377596807555,0.20326666666666668,0.20546928544044493,0.21585714285714283,0.21426083442551058,0.24983500000000003,0.24928119388316533,51998.0,24301327.390000004,127919.0,20056683.015714284
2019-03-25,0.2087,0.2138,0.1906,0.1977,49421470.3,28685.0,24515432.64,0.20276666666666665,0.2076,0.23790999999999998,0.2023173213601112,0.2090217193643497,0.24084605667079975,41.94078947368422,0.31585524123754416,0.1599647587624558,-0.03348097065606395,-0.033220927476699844,-0.00026004317936410837,0.0232,0.021071428571428574,-438633081.61,-0.03460000000000002,-9.01978831109066,-90.82687338501293,9.173126614987071,11.452166899372214,-5.270723526593201,0.2022,0.2187,0.2014,0.2084,48190652.49,24512.0,24505447.02,3.06627101879328,34.320323014804856,0.3261886007334471,0.16123139926655283,-0.033832253848997185,-0.03315591668185881,-0.0006763371671383717,0.01730000000000001,0.023914285714285714,-389211611.31,-0.020900000000000002,-18.274509803921568,-83.61858190709047,16.381418092909534,11.840448750042526,0.20533333333333334,0.20693464272022247,0.2119,0.21279562581913294,0.24370999999999995,0.24538774684667342,57086.0,21777980.480000004,133612.0,22323670.564285714
2019-03-26,0.1976,0.201,0.1777,0.1819,46719166.24,26464.0,23673750.49,0.19600000000000004,0.20252857142857142,0.23150500000000002,0.1921086606800556,0.20224128952326226,0.23523214651167595,35.76208178438662,0.30545819928313134,0.1575518007168687,-0.034084598118511555,-0.033393661605062186,-0.0006909365134493695,0.023300000000000015,0.0204,-485352247.85,-0.0464,-17.393278837420524,-95.34883720930232,4.651162790697684,10.068569166198097,-7.945344129554652,0.2087,0.2138,0.1906,0.1977,49421470.3,28685.0,24515432.64,-5.270723526593201,41.94078947368422,0.31585524123754416,0.1599647587624558,-0.03348097065606395,-0.033220927476699844,-0.00026004317936410837,0.0232,0.021071428571428574,-438633081.61,-0.03460000000000002,-9.01978831109066,-90.82687338501293,9.173126614987071,11.452166899372214,0.20276666666666665,0.2023173213601112,0.2076,0.2090217193643497,0.23790999999999998,0.24084605667079975,70461.0,22987678.71666667,145795.0,23825350.557142857
2019-03-27,0.1818,0.1984,0.18,0.1942,62095512.42,23118.0,33950589.94,0.19126666666666667,0.19885714285714284,0.223825,0.19315433034002782,0.2002309671424467,0.23132432303437347,28.830313014827027,0.27546259850097,0.17218740149903,-0.03318790056779661,-0.03335250939760907,0.00016460882981246538,0.0184,0.019021428571428575,-423256735.43,-0.04189999999999999,-20.92833876221498,-81.72757475083056,18.272425249169448,10.698904884951403,6.820682068206834,0.1976,0.201,0.1777,0.1819,46719166.24,26464.0,23673750.49,-7.945344129554652,35.76208178438662,0.30545819928313134,0.1575518007168687,-0.034084598118511555,-0.033393661605062186,-0.0006909365134493695,0.023300000000000015,0.0204,-485352247.85,-0.0464,-17.393278837420524,-95.34883720930232,4.651162790697684,10.068569166198097,0.19600000000000004,0.1921086606800556,0.20252857142857142,0.20224128952326226,0.23150500000000002,0.23523214651167595,79661.0,24231543.383333337,147653.0,23521703.335714288
2019-03-28,0.1942,0.2239,0.1881,0.2199,76218206.93,28271.0,41475161.5,0.19866666666666669,0.20138571428571428,0.220445,0.2065271651700139,0.20514822535683502,0.23023629226919506,46.406727828746185,0.2624926158658254,0.1783973841341746,-0.03005700760848659,-0.03269340903978458,0.002636401431297987,0.0358,0.018435714285714284,-347038528.5,-0.00789999999999999,-4.099433057130398,-33.855799373040725,66.14420062695928,29.68926288894214,13.233779608650876,0.1818,0.1984,0.18,0.1942,62095512.42,23118.0,33950589.94,6.820682068206834,28.830313014827027,0.27546259850097,0.17218740149903,-0.03318790056779661,-0.03335250939760907,0.00016460882981246538,0.0184,0.019021428571428575,-423256735.43,-0.04189999999999999,-20.92833876221498,-81.72757475083056,18.272425249169448,10.698904884951403,0.19126666666666667,0.19315433034002782,0.19885714285714284,0.2002309671424467,0.223825,0.23132432303437347,78267.0,27379924.35666667,154777.0,25649886.037142854
2019-03-29,0.2199,0.2201,0.2034,0.2067,63644370.74,19307.0,32131059.68,0.20693333333333333,0.20157142857142857,0.21738999999999997,0.20661358258500695,0.20553616901762625,0.2279947406245098,40.92198581560284,0.2533951984550771,0.1813848015449229,-0.028314490245967522,-0.03181762528102117,0.003503135035053645,0.016699999999999993,0.018771428571428574,-410682899.24,-0.010700000000000015,-11.020232458028412,-53.37620578778136,46.62379421221864,43.68014002944913,-6.002728512960444,0.1942,0.2239,0.1881,0.2199,76218206.93,28271.0,41475161.5,13.233779608650876,46.406727828746185,0.2624926158658254,0.1783973841341746,-0.03005700760848659,-0.03269340903978458,0.002636401431297987,0.0358,0.018435714285714284,-347038528.5,-0.00789999999999999,-4.099433057130398,-33.855799373040725,66.14420062695928,29.68926288894214,0.19866666666666669,0.2065271651700139,0.20138571428571428,0.20514822535683502,0.220445,0.23023629226919506,77853.0,33033167.310000002,163624.0,26992696.57285714
2019-03-30,0.2067,0.2072,0.196,0.2052,53398632.02,14098.0,27839952.98,0.21059999999999998,0.202,0.2149,0.20590679129250347,0.20545212676321967,0.22582381294598505,41.66064981949459,0.24658217164273957,0.18321782835726044,-0.02674625595629057,-0.03080335141607505,0.004057095459784478,0.011199999999999988,0.018507142857142857,-464081531.26,-0.014700000000000019,-10.11826544021025,-55.78778135048233,44.21221864951767,52.3267378295652,-0.7256894049346886,0.2199,0.2201,0.2034,0.2067,63644370.74,19307.0,32131059.68,-6.002728512960444,40.92198581560284,0.2533951984550771,0.1813848015449229,-0.028314490245967522,-0.03181762528102117,0.003503135035053645,0.016699999999999993,0.018771428571428574,-410682899.24,-0.010700000000000015,-11.020232458028412,-53.37620578778136,46.62379421221864,43.68014002944913,0.20693333333333333,0.20661358258500695,0.20157142857142857,0.20553616901762625,0.21738999999999997,0.2279947406245098,70696.0,35852270.373333335,167621.0,28599085.394285712
2019-03-31,0.2051,0.2054,0.1922,0.1973,41682675.44,12309.0,20914477.89,0.20306666666666665,0.2004142857142857,0.21390000000000003,0.20160339564625174,0.20341409507241476,0.22310725933208173,36.00288600288601,0.24651210624421893,0.18128789375578114,-0.025842981160033224,-0.029811277364866686,0.003968296204833462,0.01319999999999999,0.01852857142857143,-505764206.7,-0.004899999999999988,-16.43371452774248,-68.13008130081299,31.869918699187,40.90197718697444,-3.8030229156509026,0.2067,0.2072,0.196,0.2052,53398632.02,14098.0,27839952.98,-0.7256894049346886,41.66064981949459,0.24658217164273957,0.18321782835726044,-0.02674625595629057,-0.03080335141607505,0.004057095459784478,0.011199999999999988,0.018507142857142857,-464081531.26,-0.014700000000000019,-10.11826544021025,-55.78778135048233,44.21221864951767,52.3267378295652,0.21059999999999998,0.20590679129250347,0.202,0.20545212676321967,0.2149,0.22582381294598505,61676.0,33815391.38666667,164455.0,29727342.035714287
2019-04-01,0.1971,0.203,0.194,0.2015,62557950.4,14559.0,33538772.89,0.20133333333333334,0.20095714285714286,0.212965,0.20155169782312587,0.20293557130431106,0.22104942510997871,40.223048327137555,0.24588738240404096,0.18004261759595902,-0.0245057375884922,-0.02875016940959179,0.004244431821099591,0.009000000000000008,0.018178571428571433,-443206256.3,-0.003899999999999987,-11.545215100965756,-57.347670250896044,42.652329749103956,39.578155699269544,2.2323693556570343,0.2051,0.2054,0.1922,0.1973,41682675.44,12309.0,20914477.89,-3.8030229156509026,36.00288600288601,0.24651210624421893,0.18128789375578114,-0.025842981160033224,-0.029811277364866686,0.003968296204833462,0.01319999999999999,0.01852857142857143,-505764206.7,-0.004899999999999988,-16.43371452774248,-68.13008130081299,31.869918699187,40.90197718697444,0.20306666666666665,0.20160339564625174,0.2004142857142857,0.20341409507241476,0.21390000000000003,0.22310725933208173,45714.0,26961830.183333337,152252.0,29214346.445714287
