Week Number,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1,-1.3056845074991486,0.5976095617529881,1.8319306930693124,4.075476247890046,-0.8185801237717225,1.3252474472692513,-0.519329441824716
2,1.7791142015911654,5.370895685229634,-0.20549805894157785,3.726559447130055,3.092183398757743,-6.7558213237256375,0.012864589109458296
3,-8.987569367369597,6.3185267971278085,5.800540021848227,1.5550557711747388,-8.714612738348466,-0.5601475670122299,-3.0158659343807424
4,1.3205348587497259,-1.0663878724516491,-5.1693383208485235,-19.142494929006084,16.059861794661867,1.1143137879319762,0.4005177424475478
5,9.349864498644992,-3.6935960591133012,-0.2567748667532804,-7.197961948488301,0.08433439841461755,5.120304348309729,-3.162289590796763
6,7.123731564308393,-1.1621690427698597,8.001318785480994,-0.4200748549059942,-0.10265662912959535,4.874491017964077,-0.00022838923921759052
7,-0.45454545454545453,-1.5981735159817352,-2.4637882685577766,1.9921161244027132,1.1579096038657237,1.2359807736324102,4.858757062146893
8,3.1670258620689618,-0.0812625993586609,0.8022061190953049,12.622188852684776,3.860117389921669,3.893628318584067,-2.4771862825638804
9,0.8760070052539481,-2.864583333333333,-1.4823949955317175,3.099945583167053,5.748410697287317,0.18707222817158098,-0.8870165759660984
10,-0.9886192468619197,-7.317745923069252,3.3243628017112963,3.380363662016544,-1.5855279207474962,-0.8519984260130744,8.056070248932572
11,-0.20397814450001253,5.5956029879814055,4.502243540151626,3.9384185324801084,1.4939424932706193,3.402239206636098,-0.16663789693731804
12,-5.241317340812248,1.1790790807995695,3.2956152758132955,-3.0538093197188614,-8.080519847436085,-3.9666307857911707,-6.949824260814571
13,10.720144385045055,1.6857434051088853,10.098403434311802,8.62359015157165,-2.257083298421476,1.0667954859433697,3.5565850805339956
14,1.9224014566016887,-1.1321779387250341,1.419215457991444,-2.5876256979508256,1.4717012657154547,6.892992865208096,4.919287727412742
15,5.718667835232252,2.5575129533678678,-2.110886459144851,1.5594743122334291,9.616651418115277,1.0670029995248216,2.409680546727453
16,3.7042079063823015,1.1145075243949685,15.812492147429182,22.583175110276116,-4.331586240134948,-7.707425876935849,1.6091778442595124
17,10.984085650858482,-1.4346541499653145,-1.937004242816044,1.9003963733769804,7.375889043023023,9.053303655174648,-1.3607082356399087
18,-0.020095397464697174,-8.278687437852167,-4.66152458485592,-5.994228337455378,-14.099624662321784,-0.1996756864649043,1.5037593984962405
19,1.4765925925925938,14.523838374695424,-1.5912814656670458,-8.265604655118986,1.2659921657227144,-13.484813606518953,11.107726952394069
20,-2.4472044708052456,9.661743694590417,1.5623553437712745,0.9385696983346011,12.622081920056097,0.6450323371101812,-5.388232661327411
21,-8.115926838216023,-3.372176823548206,3.514269842372059,-11.387014725568937,3.7862307346005215,3.345830348473989,-5.172484166080227
22,0.45963861053363136,-19.25925925925926,0.8146796464950985,-0.09678662922792887,4.698722627737222,11.546512499368198,-9.920467507304796
23,-6.677797051170866,0.363660020167202,5.100869143283635,-1.53912436695811,-0.8556331417025107,3.6252141762106596,3.304092702769928
24,-5.294214201238226,-9.000800881058055,0.5386119257087035,-10.311810288670015,-3.8103879659863034,3.6845361730998145,-11.034287105596098
25,-15.158942737093811,10.267262087459997,-0.7318073630114674,2.4347940518489333,11.476655669520795,-1.7267527490433563,-5.508677652540015
26,10.406730308960272,-4.078400539144113,10.718239941325125,5.821282161443735,1.590758422500399,8.699034173651812,-5.943358198477284
27,7.498691567526198,0.48335398143553976,-6.766103293681945,-6.01569879164902,3.2141856543953384,-4.308836999952627,-1.0780328247637088
28,7.653806047966633,2.4032554984982157,-2.4335031126202575,5.756156519111654,1.0586486209371422,3.8544287113223197,0.4407530396084656
29,-0.5297438124185845,-6.447140986468796,-7.525605422676099,-6.441574167507574,-0.4323912520354299,-4.981365113759487,8.703886561568586
30,-4.2190910645225195,0.20435116861271022,-10.729114764989205,0.6961135189228672,0.23079779346631635,-5.268765133171911,4.677652508112842
31,5.018927830015875,3.6645681622243527,-0.2801359377595313,-1.8224342192638692,2.04162844036698,-3.946711860139989,-0.7161904761904804
32,-3.9658140243254523,-4.164013267406094,1.9728022926017663,-10.807995672574942,-3.5250262335405727,1.2232026946422943,-1.5745449292112075
33,3.566558686982696,4.830711342205583,-8.225425072347708,-0.3728609055193441,-2.49054652880354,4.459818310992077,1.771945572746343
34,-3.256578196672672,0.9194063304111811,1.6701366754586489,13.938030826399459,-0.575287864808613,1.5427522507197817,4.385307346326837
35,-3.4727417005482852,-2.2306482891336756,3.5742165718746515,1.2724507859686667,7.0479970606151365,0.7138403004026006,-1.438985296080552
36,1.688084045665109,7.678419520931272,-7.7863927077355495,4.464604807897192,-3.794959118509385,4.852866124156647,0.7595207531022679
37,-1.81617578347337,-1.8876250404228487,1.944114962497857,5.430366757102498,-0.36933333333333557,1.5441630636195183,-2.078063744995682
38,-3.0640656990669766,-1.8947143619861238,1.4382218348224014,-3.3061224489795844,-6.689579558797219,0.7137809691717999,2.4101403584946457
39,-0.18860077122391167,-2.3243841599747075,-1.559914913731978,-3.463865546218487,2.5002425729149276,-0.05486761972855624,3.564588042251825
40,-1.70904787984477,-4.885958919217967,-5.956661050604731,0.9738801245009685,-1.6095812238833904,-1.649861405205046,0.06803926915734636
41,-3.2700684971637757,5.103394844344273,-1.2321939801659825,1.3944598195357198,0.48096128128085336,1.5825002227094436,1.0141669100056152
42,-2.945972782872242,1.8431948711099237,0.4222042734415132,0.42160706847948515,-1.139501864497578,-1.4692034131919243,-9.700563154304811
43,1.581670362158167,-4.976717112922002,-3.6327718223583503,5.453869355038629,-3.762349988777879,1.6296212701860866,-0.5073659853451651
44,4.165076054537041,0.44431928408272664,0.3191394658753741,-0.6560494203196394,-10.013710069979407,1.7211607166485745,-0.21154540339967462
45,1.85811223617006,-2.898592450415871,1.1183849360934541,-4.57640352550153,5.929061820096015,3.1002336267651023,-0.5362161011910277
46,4.000584830257738,-1.5332661153177,1.1667928631656124,-0.8553601608374715,1.234148134534092,2.2268483567556547,-0.6127211452465869
47,-0.7446253780486057,-5.491251399565946,1.2888861362160147,-1.999037326338532,-0.5891480308410905,0.602133373668654,1.633524772432779
48,5.810375896067936,8.836543796005843,0.8809091704202567,1.1423919110037,-1.758367408145285,0.8355741147834266,-0.06027637936277375
49,4.411625497986424,8.749295811128453,-2.6389623257165384,-3.126731517938069,3.3910353535353503,0.445376909521457,-0.1706982580024033
50,-0.4514680933724156,-5.390385980370553,-1.6946172729705395,-0.9785423311333551,-1.420862616284713,-5.429240974762121,0.20471223308947784
51,-1.2723175198848535,-3.099351117519821,-6.481981599939293,3.923434772021567,-5.908000104138108,1.369847417019488,1.378534523627769
52,-0.9861204458703735,-0.9629896370983887,1.2779408152447922,0.7418674693987579,4.250949968334385,-2.9043751063985006,1.402169080582842
53,-3.437884502271693,3.663413853783395,-1.8378143142416992,2.5530563907351986,2.4006130268199284,0.6977738829785758,-0.4995812071925485
