Week Number,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1,-9.06842539159109,-5.197944998488984,-1.1479591836734668,12.193548387096774,-17.289988492520152,-6.7873303167420875,-4.779686333084383
2,-14.717425431711156,1.3345605154164812,11.332728921124218,-6.560717196414019,1.220043572984748,-1.9750966079862573,3.4165571616294352
3,-3.4745762711864345,-4.565408252853377,1.1034482758620752,-8.090909090909095,1.6328550222662035,-1.557935735150929,3.06627101879328
4,-5.270723526593201,-7.945344129554652,6.820682068206834,13.233779608650876,-6.002728512960444,-0.7256894049346886,-3.8030229156509026
5,2.2323693556570343,1.7378351539225438,-5.916870415647922,1.3492475350285371,1.0758196721311426,1.2164216928535152,1.2993503248375768
6,4.496047430830038,-3.119092627599254,-1.5129331381161502,-10.307234886025775,4.7013274336283235,1.4263074484944576,-0.7291666666666731
7,-3.9370078740157513,2.1311475409836143,5.29128808123999,7.11020822752667,-2.992874109263658,12.187958883994114,1.3937282229965193
8,-1.5034364261168398,-9.463584823375488,-9.638554216867465,-14.567769477054437,-8.9152119700748,3.1442241968557707,-2.911978821972214
9,-12.354948805460756,7.943925233644872,-1.731601731601741,-2.426470588235292,1.0558069381598887,-7.457121551081279,-1.614205004035514
10,1.394585726004928,-10.161290322580644,-4.301075268817203,-11.121583411875594,5.6084656084656075,6.606606606606601,7.699530516431924
11,4.525674499564836,19.3172356369692,2.8671328671328813,-9.20245398773005,28.399699474079643,-5.610753945061366,27.650340979541227
12,31.56872268091305,-15.837937384898716,-26.21444201312911,5.98341232227488,-11.403018446059251,12.468354430379744,-2.0258863252673
13,-2.359033371691611,7.370283018867931,-3.624382207578266,-6.6059225512528466,11.395490554539911,6.1883899233296695,3.145951521402796
14,-12.356178089044523,0.8009153318077715,16.42045454545455,-3.224230581338542,4.745078243311455,3.0962747943880102,-4.074941451990625
15,18.829268292682936,3.280032800328006,-6.11353711790394,-9.602368866328256,-8.27876520112254,3.7282941777323804,-1.4257620452310649
16,-1.1976047904191545,5.4655870445344155,-2.879078694817661,-5.618531296205024,-5.799373040752351,3.4311012728278976,-5.561497326203205
17,-4.357668364459527,-4.129793510324487,-7.332101047443003,0.06644518272426361,-3.9814200398142043,12.465564738292015,-6.43382352941177
18,6.749672346002606,-9.085328422344984,0.13495276653171778,-8.282828282828286,7.2901325478645,-3.009575923392604,2.3272214386459784
19,-6.40937284631289,-4.9337260677466945,-2.47869868319131,-11.314741035856576,7.277628032345023,2.1775544388609642,-14.484451718494276
20,-0.956937799043063,-10.810810810810812,5.507559395248373,4.405737704918031,0.6876227897838824,3.41796874999999,-2.8355387523629516
