Open Time,Open Price,High Price,Low Price,Close Price,Volume,Number of Trades,Taker Buy Base Volume,SMA 3,SMA 7,SMA 20,EMA 3,EMA 7,EMA 20,RSI 14,Bollinger Band Upper 20,Bollinger Band Lower 20,"MACD Line (12,26)",MACD Signal Line (9),MACD Histogram,Current True Range,ATR 14,On-Balance Volume,Momentum 10,Rate of Change 14,Williams %R 14,Stochastic %K,Stochastic %D,Percent Change,Last Day Open Price,Last Day High Price,Last Day Low Price,Last Day Close Price,Last Day Volume,Last Day Number of Trades,Last Day Taker Buy Volume,Last Day Percentage Change,Last Day RSI 14,Last Day Bollinger Band Upper 20,Last Day Bollinger Band Lower 20,"Last Day MACD Line (12,26)",Last Day MACD Signal Line (9),Last Day MACD Histogram,Last Day True Range,Last Day ATR 14,Last Day On-Balance Volume,Last Day Momentum 10,Last Day Rate of Change 14,Last Day Williams %R 14,Last Day Stochastic %K,Last Day Stochastic %D,Last Day SMA 3,Last Day EMA 3,Last Day SMA 7,Last Day EMA 7,Last Day SMA 20,Last Day EMA 20,Last 3 Days Total Trades,Last 3 Days Avg Taker Buy Volume,Last 7 Days Total Trades,Last 7 Days Avg Taker Buy Volume
2017-08-27,4332.51,4400.0,4285.54,4310.01,350.692585,3670.0,101.651358,4309.376666666667,4202.021428571428,,4299.508134765625,4250.1467560100555,4232.240519741996,,,,-5.199328409015834,-23.53122860931479,18.331900200298957,114.46000000000004,,-713.5120410000003,24.93000000000029,,,,,-0.519329441824716,4280.71,4367.0,4212.41,4337.44,228.108068,2260.0,56.190141,1.3252474472692513,,,,-13.590598643880185,-28.114203659389528,14.523605015509343,154.59000000000015,,-362.8194560000003,,,,,,4311.376666666667,4289.00626953125,4170.061428571428,4230.192341346741,,4224.054258662206,15061.0,121.03617566666667,36477.0,290.0964077142857
2017-08-28,4310.01,4399.82,4124.54,4386.69,603.841616,4349.0,142.787782,4344.713333333333,4254.977142857143,,4343.099067382813,4284.282567007542,4246.949994052282,,,,7.551203295326559,-17.314742228386525,24.865945523713084,275.27999999999975,,-109.67042500000025,278.3199999999997,,,,,1.7791142015911654,4332.51,4400.0,4285.54,4310.01,350.692585,3670.0,101.651358,-0.519329441824716,,,,-5.199328409015834,-23.53122860931479,18.331900200298957,114.46000000000004,,-713.5120410000003,24.93000000000029,,,,,4309.376666666667,4299.508134765625,4202.021428571428,4250.1467560100555,,4232.240519741996,12484.0,85.97982433333334,37826.0,250.79003785714283
2017-08-29,4353.65,4625.85,4313.55,4587.48,603.545028,4159.0,143.442567,4428.06,4333.188571428572,,4465.289533691406,4360.081925255656,4279.38142319016,,,,33.47231841074699,-7.157330100559822,40.62964851130681,312.3000000000002,,493.87460299999975,447.5,,,,,5.370895685229634,4310.01,4399.82,4124.54,4386.69,603.841616,4349.0,142.787782,1.7791142015911654,,,,7.551203295326559,-17.314742228386525,24.865945523713084,275.27999999999975,,-109.67042500000025,278.3199999999997,,,,,4344.713333333333,4343.099067382813,4254.977142857143,4284.282567007542,,4246.949994052282,10279.0,100.20976033333334,38203.0,191.5659914285714
2017-08-30,4564.52,4647.51,4416.01,4555.14,808.468771,5551.0,196.062252,4509.7699999999995,4396.207142857143,,4510.214766845704,4408.846443941742,4305.644144791097,62.71900079122872,,,50.819604402478035,4.43805680004775,46.38154760243029,231.5,284.0242857142858,-314.5941680000002,468.85000000000036,,-7.404349464132542,92.59565053586746,,-0.20549805894157785,4353.65,4625.85,4313.55,4587.48,603.545028,4159.0,143.442567,5.370895685229634,,,,33.47231841074699,-7.157330100559822,40.62964851130681,312.3000000000002,,493.87460299999975,447.5,,,,,4428.06,4465.289533691406,4333.188571428572,4360.081925255656,,4279.38142319016,12178.0,129.29390233333334,35868.0,151.48704657142858
2017-08-31,4555.14,4745.42,4555.14,4724.89,556.956802,4161.0,131.947325,4622.503333333333,4454.618571428572,,4617.552383422852,4487.857332956307,4345.572321477659,67.85827398305986,,,77.37295263642773,19.025035967323745,58.34791666910398,190.27999999999975,277.28357142857146,242.36263399999984,708.8900000000003,10.26375236868391,-1.5259175573426695,98.47408244265733,,3.726559447130055,4564.52,4647.51,4416.01,4555.14,808.468771,5551.0,196.062252,-0.20549805894157785,62.71900079122872,,,50.819604402478035,4.43805680004775,46.38154760243029,231.5,284.0242857142858,-314.5941680000002,468.85000000000036,,-7.404349464132542,92.59565053586746,,4509.7699999999995,4510.214766845704,4396.207142857143,4408.846443941742,,4305.644144791097,14059.0,160.76420033333332,32790.0,135.2932122857143
2017-09-01,4689.89,4885.55,4654.88,4834.91,560.666366,4000.0,118.660103,4704.9800000000005,4533.794285714286,,4726.231191711426,4574.62049971723,4392.175909908358,81.19000601013147,,,106.07163911446332,36.43435659675166,69.63728251771167,230.67000000000007,262.8492857142857,803.0289999999999,794.9099999999999,17.68438577830136,-3.408838477331649,96.59116152266834,95.88696483373104,3.092183398757743,4555.14,4745.42,4555.14,4724.89,556.956802,4161.0,131.947325,3.726559447130055,67.85827398305986,,,77.37295263642773,19.025035967323745,58.34791666910398,190.27999999999975,277.28357142857146,242.36263399999984,708.8900000000003,10.26375236868391,-1.5259175573426695,98.47408244265733,,4622.503333333333,4617.552383422852,4454.618571428572,4487.857332956307,,4345.572321477659,13871.0,157.15071466666666,30704.0,124.59705699999999
2017-09-02,4796.16,4939.19,4286.87,4472.14,929.148595,7475.0,379.199863,4677.313333333333,4553.0371428571425,,4599.1855958557135,4549.000374787923,4399.791537536134,61.102643295495625,,,98.40865400050916,48.82921607750316,49.579437923006,652.3199999999997,285.53714285714284,-126.11959500000012,358.1300000000001,8.023227165348645,-30.34388217179162,69.65611782820838,88.24045393117802,-6.7558213237256375,4689.89,4885.55,4654.88,4834.91,560.666366,4000.0,118.660103,3.092183398757743,81.19000601013147,,,106.07163911446332,36.43435659675166,69.63728251771167,230.67000000000007,262.8492857142857,803.0289999999999,794.9099999999999,17.68438577830136,-3.408838477331649,96.59116152266834,95.88696483373104,4704.9800000000005,4726.231191711426,4533.794285714286,4574.62049971723,,4392.175909908358,13712.0,148.88989333333333,28150.0,127.24878971428572
2017-09-03,4508.5,4714.76,4298.33,4509.08,691.216198,6022.0,258.934536,4605.376666666667,4581.475714285714,,4554.132797927857,4539.020281090941,4410.199962532693,64.29204048380448,,,94.23020521891522,57.90941390578557,36.32079131312965,416.4300000000003,302.53499999999997,565.0966029999998,193.0699999999997,10.346549070183464,-27.9439185545644,72.05608144543561,79.43445359877079,0.012864589109458296,4796.16,4939.19,4286.87,4472.14,929.148595,7475.0,379.199863,-6.7558213237256375,61.102643295495625,,,98.40865400050916,48.82921607750316,49.579437923006,652.3199999999997,285.53714285714284,-126.11959500000012,358.1300000000001,8.023227165348645,-30.34388217179162,69.65611782820838,88.24045393117802,4677.313333333333,4599.1855958557135,4553.0371428571425,4549.000374787923,,4399.791537536134,15636.0,209.9357636666667,33365.0,173.39303571428573
2017-09-04,4505.0,4527.49,3972.51,4100.11,1394.644614,9317.0,578.600851,4360.443333333334,4540.535714285715,,4327.121398963928,4429.292710818206,4380.667585148626,52.31352356432811,,,57.258255829132395,57.77918229045494,-0.5209264613225457,554.9799999999996,327.33142857142855,-829.5480110000002,-180.57000000000062,2.0943725099601407,-54.51438743754833,45.48561256245167,62.39927061203188,-8.987569367369597,4508.5,4714.76,4298.33,4509.08,691.216198,6022.0,258.934536,0.012864589109458296,64.29204048380448,,,94.23020521891522,57.90941390578557,36.32079131312965,416.4300000000003,302.53499999999997,565.0966029999998,193.0699999999997,10.346549070183464,-27.9439185545644,72.05608144543561,79.43445359877079,4605.376666666667,4554.132797927857,4581.475714285714,4539.020281090941,,4410.199962532693,17497.0,252.26483399999998,35717.0,195.86206114285713
2017-09-05,4106.97,4484.99,3603.0,4366.47,1228.938157,10084.0,533.476065,4325.22,4508.9628571428575,4328.539,4346.795699481964,4413.587033113655,4379.315434182091,57.92345217581246,4791.15189921716,3865.92610078284,48.88720424649091,56.000786681662134,-7.1135824351712245,881.9899999999998,339.9864285714285,399.39014599999985,29.030000000000655,8.080940594059417,-42.86216780547673,57.13783219452328,58.22650873413685,6.3185267971278085,4505.0,4527.49,3972.51,4100.11,1394.644614,9317.0,578.600851,-8.987569367369597,52.31352356432811,,,57.258255829132395,57.77918229045494,-0.5209264613225457,554.9799999999996,327.33142857142855,-829.5480110000002,-180.57000000000062,2.0943725099601407,-54.51438743754833,45.48561256245167,62.39927061203188,4360.443333333334,4327.121398963928,4540.535714285715,4429.292710818206,,4380.667585148626,22814.0,405.5784166666667,40685.0,258.12107100000003
2017-09-06,4366.49,4662.87,4335.26,4619.77,807.363726,7956.0,422.923063,4362.116666666668,4518.1957142857145,4345.2735,4483.282849740983,4465.132774835241,4402.215869021892,61.292108741471104,4825.158736248704,3865.388263751296,61.97783671882098,57.19619668909391,4.781640029727072,327.6099999999997,345.3935714285714,1206.7538719999998,309.7600000000002,12.293601619830774,-23.90528293131959,76.09471706868041,59.57272060855178,5.800540021848227,4106.97,4484.99,3603.0,4366.47,1228.938157,10084.0,533.476065,6.3185267971278085,57.92345217581246,4791.15189921716,3865.92610078284,48.88720424649091,56.000786681662134,-7.1135824351712245,881.9899999999998,339.9864285714285,399.39014599999985,29.030000000000655,8.080940594059417,-42.86216780547673,57.13783219452328,58.22650873413685,4325.22,4346.795699481964,4508.9628571428575,4413.587033113655,4328.539,4379.315434182091,25423.0,457.0038173333333,46610.0,313.84014214285713
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,3070.0,240.683949,4559.283333333334,4513.441428571428,4374.4355000000005,4587.446424870492,4521.752081126431,4429.777214829331,58.90351209891528,4864.482543476442,3884.3884565235594,77.2585563285511,61.20866861698535,16.049887711565745,350.40000000000055,349.94571428571425,1707.1838469999998,304.9200000000001,8.702482153655788,-18.528802041625816,81.47119795837419,71.56791574052596,1.5550557711747388,4366.49,4662.87,4335.26,4619.77,807.363726,7956.0,422.923063,5.800540021848227,61.292108741471104,4825.158736248704,3865.388263751296,61.97783671882098,57.19619668909391,4.781640029727072,327.6099999999997,345.3935714285714,1206.7538719999998,309.7600000000002,12.293601619830774,-23.90528293131959,76.09471706868041,59.57272060855178,4362.116666666668,4483.282849740983,4518.1957142857145,4465.132774835241,4345.2735,4402.215869021892,27357.0,511.66665966666665,49015.0,346.2488294285714
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,4733.0,465.962119,4531.393333333333,4434.568571428571,4381.576500000001,4435.123212435246,4462.014060844824,4415.779384845585,50.04269442072532,4861.291723342263,3901.8612766577385,55.738566776874904,60.11464824896326,-4.376081472088359,706.4600000000005,385.6621428571429,574.9288009999998,-304.6799999999994,0.04952484184754802,-49.12400182608758,50.87599817391242,69.48063773365567,-8.714612738348466,4619.77,4788.59,4438.19,4691.61,500.429975,3070.0,240.683949,1.5550557711747388,58.90351209891528,4864.482543476442,3884.3884565235594,77.2585563285511,61.20866861698535,16.049887711565745,350.40000000000055,349.94571428571425,1707.1838469999998,304.9200000000001,8.702482153655788,-18.528802041625816,81.47119795837419,71.56791574052596,4559.283333333334,4587.446424870492,4513.441428571428,4521.752081126431,4374.4355000000005,4429.777214829331,21110.0,399.02769233333333,47924.0,361.78263285714286
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,3777.0,287.989805,4411.073333333334,4404.092857142858,4390.2025,4346.966606217624,4411.213045633618,4400.829919622196,48.39529957265133,4853.48396328805,3926.9210367119504,36.329246566565416,55.357567912483695,-19.02832134591828,276.5599999999995,394.3742857142857,-83.85415100000023,-296.3299999999999,-1.812820465528031,-50.91940517441378,49.080594825586225,60.475930319290946,-0.5601475670122299,4691.66,4735.39,4028.93,4282.8,1132.255046,4733.0,465.962119,-8.714612738348466,50.04269442072532,4861.291723342263,3901.8612766577385,55.738566776874904,60.11464824896326,-4.376081472088359,706.4600000000005,385.6621428571429,574.9288009999998,-304.6799999999994,0.04952484184754802,-49.12400182608758,50.87599817391242,69.48063773365567,4531.393333333333,4435.123212435246,4434.568571428571,4462.014060844824,4381.576500000001,4415.779384845585,15759.0,376.52304366666675,48657.0,411.3972065714285
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,3435.0,291.786887,4223.993333333333,4349.9914285714285,4395.921,4238.668303108812,4341.002284225214,4375.07183203913,46.47902783222265,4842.268170704364,3949.5738292956366,10.462579774254664,46.37857028483789,-35.91599051058323,482.0,420.62714285714276,-744.2274260000003,-594.5200000000004,-4.167971768046952,-60.5318105957985,39.4681894042015,46.474927467900045,-3.0158659343807424,4282.8,4426.62,4150.06,4258.81,658.782952,3777.0,287.989805,-0.5601475670122299,48.39529957265133,4853.48396328805,3926.9210367119504,36.329246566565416,55.357567912483695,-19.02832134591828,276.5599999999995,394.3742857142857,-83.85415100000023,-296.3299999999999,-1.812820465528031,-50.91940517441378,49.080594825586225,60.475930319290946,4411.073333333334,4346.966606217624,4404.092857142858,4411.213045633618,4390.2025,4400.829919622196,11580.0,331.5452910000001,44959.0,398.3671982857143
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,4228.0,322.19833,4199.216666666667,4365.471428571429,4404.3445,4223.569151554406,4307.86921316891,4359.2049908925455,46.508803410097094,4828.201861035775,3980.487138964225,-3.6923595048974676,36.36438432689082,-40.05674383178829,235.52000000000044,417.7871428571429,-44.23836100000028,-626.4399999999996,-4.062744347104519,-54.68683345931339,45.31316654068661,44.620650256824774,1.3205348587497259,4258.81,4283.0,3801.0,4130.37,660.373275,3435.0,291.786887,-3.0158659343807424,46.47902783222265,4842.268170704364,3949.5738292956366,10.462579774254664,46.37857028483789,-35.91599051058323,482.0,420.62714285714276,-744.2274260000003,-594.5200000000004,-4.167971768046952,-60.5318105957985,39.4681894042015,46.474927467900045,4223.993333333333,4238.668303108812,4349.9914285714285,4341.002284225214,4395.921,4375.07183203913,11945.0,348.5796036666666,42372.0,403.0603912857143
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,6501.0,451.78067,4167.52,4336.507142857144,4406.83,4193.6445757772035,4271.831909876683,4340.5873727123035,41.158330481810076,4824.049876601751,3989.6101233982495,-18.310134045488667,25.429480652414924,-43.73961469790359,353.78999999999996,420.75071428571425,-923.8686800000003,-308.4200000000001,-9.237315476034757,-58.03590806696649,41.96409193303351,42.24848262597388,-1.0663878724516491,4153.62,4334.43,4098.91,4208.47,699.989065,4228.0,322.19833,1.3205348587497259,46.508803410097094,4828.201861035775,3980.487138964225,-3.6923595048974676,36.36438432689082,-40.05674383178829,235.52000000000044,417.7871428571429,-44.23836100000028,-626.4399999999996,-4.062744347104519,-54.68683345931339,45.31316654068661,44.620650256824774,4199.216666666667,4223.569151554406,4365.471428571429,4307.86921316891,4404.3445,4359.2049908925455,11440.0,300.6583406666667,37283.0,366.4314597142857
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,5019.0,363.053413,4105.626666666667,4240.067142857143,4388.264,4069.167287888602,4190.046432407512,4302.882861025418,38.18363420271227,4852.8578126057855,3923.6701873942143,-47.02662254258394,10.938260013415153,-57.96488255599909,405.3800000000001,433.1707142857143,-1837.3312250000004,-564.3899999999999,-13.401344415319837,-74.42803792873767,25.571962071262334,37.61640684832748,-5.1693383208485235,4208.6,4394.59,4040.8,4163.72,879.630319,6501.0,451.78067,-1.0663878724516491,41.158330481810076,4824.049876601751,3989.6101233982495,-18.310134045488667,25.429480652414924,-43.73961469790359,353.78999999999996,420.75071428571425,-923.8686800000003,-308.4200000000001,-9.237315476034757,-58.03590806696649,41.96409193303351,42.24848262597388,4167.52,4193.6445757772035,4336.507142857144,4271.831909876683,4406.83,4340.5873727123035,14164.0,355.25529566666665,33700.0,354.760689
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,9066.0,761.153976,3765.81,4025.4114285714286,4333.681,3629.093643944301,3939.7898243056343,4196.800683784902,25.767200275166516,5043.35861065816,3624.0033893418395,-129.27074746147537,-17.103541481562953,-112.16720597991241,827.8699999999999,478.71285714285716,-3502.3527680000007,-911.0899999999997,-32.50594193727262,-98.6533713628626,1.3466286371374068,22.960894213811084,-19.142494929006084,4159.72,4165.38,3760.0,3944.69,913.462545,5019.0,363.053413,-5.1693383208485235,38.18363420271227,4852.8578126057855,3923.6701873942143,-47.02662254258394,10.938260013415153,-57.96488255599909,405.3800000000001,433.1707142857143,-1837.3312250000004,-564.3899999999999,-13.401344415319837,-74.42803792873767,25.571962071262334,37.61640684832748,4105.626666666667,4069.167287888602,4240.067142857143,4190.046432407512,4388.264,4302.882861025418,15748.0,379.0108043333334,30763.0,346.2078818571428
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,10445.0,966.122245,3611.236666666666,3942.154285714286,4301.808999999999,3664.5468219721506,3879.842368229226,4149.486332948244,34.104679337245614,5065.942078734877,3537.6759212651214,-151.47191943540565,-43.9772170723315,-107.49470236307415,1039.0,536.4507142857143,-1533.4862760000005,-666.4700000000003,-23.4732394191412,-58.392038413148676,41.607961586851324,22.84218409841702,16.059861794661867,3944.0,3993.0,3165.13,3189.02,1665.021543,9066.0,761.153976,-19.142494929006084,25.767200275166516,5043.35861065816,3624.0033893418395,-129.27074746147537,-17.103541481562953,-112.16720597991241,827.8699999999999,478.71285714285716,-3502.3527680000007,-911.0899999999997,-32.50594193727262,-98.6533713628626,1.3466286371374068,22.960894213811084,3765.81,3629.093643944301,4025.4114285714286,3939.7898243056343,4333.681,4196.800683784902,20586.0,525.329353,36759.0,420.5607428571428
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,8809.0,624.887842,3534.6566666666663,3864.46,4272.0560000000005,3689.748410986075,3838.6192761719194,4108.101920286506,38.25016371158209,5079.932147214347,3464.179852785654,-165.94723172910653,-68.37122000368652,-97.57601172542002,479.34000000000015,524.095,-235.92232300000046,-904.8200000000006,-16.931267804675176,-54.45554095932725,45.54445904067274,29.49968308822049,1.1143137879319762,3188.01,3856.0,2817.0,3700.0,1968.866492,10445.0,966.122245,16.059861794661867,34.104679337245614,5065.942078734877,3537.6759212651214,-151.47191943540565,-43.9772170723315,-107.49470236307415,1039.0,536.4507142857143,-1533.4862760000005,-666.4700000000003,-23.4732394191412,-58.392038413148676,41.607961586851324,22.84218409841702,3611.236666666666,3664.5468219721506,3942.154285714286,3879.842368229226,4301.808999999999,4149.486332948244,24530.0,696.7765446666667,42471.0,492.0121894285715
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,6355.0,273.931976,3704.9799999999996,3802.977142857143,4237.721,3694.8692054930375,3803.9619571289395,4069.234118354458,37.358561317438244,5082.605805449833,3392.8361945501665,-176.59054213893978,-90.01508443073718,-86.5754577082026,249.19000000000005,512.1492857142857,-918.0935330000004,-991.6199999999999,-17.943571637673315,-55.21431940717899,44.78568059282101,43.979367073448365,0.4005177424475478,3674.01,3950.0,3470.66,3714.95,1297.563953,8809.0,624.887842,1.1143137879319762,38.25016371158209,5079.932147214347,3464.179852785654,-165.94723172910653,-68.37122000368652,-97.57601172542002,479.34000000000015,524.095,-235.92232300000046,-904.8200000000006,-16.931267804675176,-54.45554095932725,45.54445904067274,29.49968308822049,3534.6566666666663,3689.748410986075,3864.46,3838.6192761719194,4272.0560000000005,4108.101920286506,28320.0,784.0546876666667,47503.0,540.1404804285714
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,8220.0,417.638722,3816.65,3778.197142857143,4210.097500000001,3864.939602746519,3861.7239678467045,4065.9746785111765,48.9587998208688,5042.872610247282,3377.3223897527196,-156.19164810517395,-103.25039716562453,-52.94125093954942,433.1999999999998,503.45071428571424,111.91292199999953,-247.78999999999996,-1.587762279548588,-38.221942695996624,61.778057304003376,50.702732312499045,9.349864498644992,3685.23,3748.21,3499.02,3699.99,682.17121,6355.0,273.931976,0.4005177424475478,37.358561317438244,5082.605805449833,3392.8361945501665,-176.59054213893978,-90.01508443073718,-86.5754577082026,249.19000000000005,512.1492857142857,-918.0935330000004,-991.6199999999999,-17.943571637673315,-55.21431940717899,44.78568059282101,43.979367073448365,3704.9799999999996,3694.8692054930375,3802.977142857143,3803.9619571289395,4237.721,4069.234118354458,25609.0,621.6473543333333,50423.0,537.5897788571428
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,7342.0,257.320352,3881.6800000000003,3741.9571428571426,4177.842500000001,3887.4898013732595,3873.802975885028,4051.1237567482076,42.35411969271076,5004.295389882262,3351.38961011774,-148.39876362737823,-112.28007045797528,-36.118693169402945,259.05999999999995,458.9557142857143,-790.4192070000005,-348.77000000000044,-10.453066206798633,-44.56048164172064,55.43951835827935,54.001085418367914,-3.6935960591133012,3690.0,4123.2,3690.0,4035.01,1030.006455,8220.0,417.638722,9.349864498644992,48.9587998208688,5042.872610247282,3377.3223897527196,-156.19164810517395,-103.25039716562453,-52.94125093954942,433.1999999999998,503.45071428571424,111.91292199999953,-247.78999999999996,-1.587762279548588,-38.221942695996624,61.778057304003376,50.702732312499045,3816.65,3864.939602746519,3778.197142857143,3861.7239678467045,4210.097500000001,4065.9746785111765,23384.0,438.81951333333336,54415.0,551.2241205714286
